gene1,gene2,gene1_valid,gene2_valid,string_interaction_found,string_combined_score,string_evidence_breakdown,string_source_url,string_curated_overlap_risk,biogrid_interaction_found,biogrid_evidence_count,biogrid_experimental_systems,biogrid_pubmed_ids,biogrid_source_url,tissue,gene1_tissue_expression,gene2_tissue_expression,verdict,notes
TP53,XRCC2,True,True,True,0.477,textmining=0.476; coexpression=0.044,https://string-db.org/cgi/network?identifiers=TP53%0dXRCC2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=TP53%20XRCC2,bone marrow,expressed (broadly_detected),expressed (nTPM=5.5),discordant,Only StringDB reports evidence; the other source does not.
POT1,WRAP53,True,True,True,0.742,textmining=0.501; curated_database=0.500; coexpression=0.049,https://string-db.org/cgi/network?identifiers=POT1%0dWRAP53&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=POT1%20WRAP53,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
USB1,VPS45,True,True,True,0.432,textmining=0.427; coexpression=0.049,https://string-db.org/cgi/network?identifiers=USB1%0dVPS45&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=USB1%20VPS45,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
BRCA1,BRIP1,True,True,True,0.999,experimental=0.999; textmining=0.997; curated_database=0.900; coexpression=0.380,https://string-db.org/cgi/network?identifiers=BRCA1%0dBRIP1&species=9606,high,True,53,Affinity Capture-MS; Affinity Capture-Western; Co-crystal Structure; Co-localization; Protein-peptide; Proximity Label-MS; Reconstituted Complex,11301010; 11877378; 14576433; 14578343; 15125843; 15133502; 15242590; 16391231; 17525340; 17525341; 17525342; 17581638; 17596542; 17664283; 18285836; +21 more,https://thebiogrid.org/search.php?search=BRCA1%20BRIP1,bone marrow,expressed (broadly_detected),expressed (nTPM=2.6),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
DNAJC21,SBDS,True,True,True,0.786,textmining=0.781; coexpression=0.064,https://string-db.org/cgi/network?identifiers=DNAJC21%0dSBDS&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=DNAJC21%20SBDS,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
FANCC,UBE2T,True,True,True,0.993,textmining=0.853; experimental=0.800; curated_database=0.800; coexpression=0.047,https://string-db.org/cgi/network?identifiers=FANCC%0dUBE2T&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCC%20UBE2T,bone marrow,inconclusive (Detected in many),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
CXCR4,ITGB3,True,True,True,0.415,textmining=0.403; coexpression=0.060,https://string-db.org/cgi/network?identifiers=CXCR4%0dITGB3&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CXCR4%20ITGB3,bone marrow,expressed (nTPM=1175.0),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
CSF3R,ETV6,True,True,True,0.534,textmining=0.513; coexpression=0.072; experimental=0.052,https://string-db.org/cgi/network?identifiers=CSF3R%0dETV6&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CSF3R%20ETV6,bone marrow,expressed (nTPM=183.7),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
GAR1,RTEL1,True,True,True,0.675,curated_database=0.500; textmining=0.378,https://string-db.org/cgi/network?identifiers=GAR1%0dRTEL1&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=GAR1%20RTEL1,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
ATM,MAD2L2,True,True,True,0.554,textmining=0.554,https://string-db.org/cgi/network?identifiers=ATM%0dMAD2L2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATM%20MAD2L2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
